# Source: Wiktionary (https://www.wiktionary.org), licensed CC-BY-SA 4.0. Attribution and share-alike terms apply to any redistribution of this content — see https://creativecommons.org/licenses/by-sa/4.0/. Auto-imported; review before promotion.
language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,source_quote,source_note,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,rights_basis,source_dataset,notes
tr,ağzına sıçmak,,,ağzına sıçmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to put someone in a very bad situation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/a%C4%9Fz%C4%B1na_s%C4%B1%C3%A7mak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ağzından kaçırmak,,,ağzından kaçırmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to blurt out, to let something slip, to blab",,,,B1,common,0.70,https://en.wiktionary.org/wiki/a%C4%9Fz%C4%B1ndan_ka%C3%A7%C4%B1rmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ağzının payını vermek,,,ağzının payını vermek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to make someone regret what they said or did with the response  given,,,,B1,common,0.70,https://en.wiktionary.org/wiki/a%C4%9Fz%C4%B1n%C4%B1n_pay%C4%B1n%C4%B1_vermek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ağzıyla kuş tutmak,,,ağzıyla kuş tutmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to do everything one can, usually to satisfy someone else",,,,B1,common,0.70,https://en.wiktionary.org/wiki/a%C4%9Fz%C4%B1yla_ku%C5%9F_tutmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ahkâm kesmek,,,ahkâm kesmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to pass off judgement, especially when one is unqualified to do so, to pontificate",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ahk%C3%A2m_kesmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,akı bokuna karışmak,,,akı bokuna karışmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to be extremely terrified, to be scared shitless",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ak%C4%B1_bokuna_kar%C4%B1%C5%9Fmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aklı bokuna karışmak,,,aklı bokuna karışmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/akl%C4%B1_bokuna_kar%C4%B1%C5%9Fmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aklıma gelmişken,,,aklıma gelmişken,cultural_reference,Wiktionary,Wiktionary contributors,,,,by the way,,,,B1,common,0.70,https://en.wiktionary.org/wiki/akl%C4%B1ma_gelmi%C5%9Fken,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aklına gelmek,,,aklına gelmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to come to mind,,,,B1,common,0.70,https://en.wiktionary.org/wiki/akl%C4%B1na_gelmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aklına takılmak,,,aklına takılmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to be on one's mind,,,,B1,common,0.70,https://en.wiktionary.org/wiki/akl%C4%B1na_tak%C4%B1lmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aklını kaçırmak,,,aklını kaçırmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to lose one's mind,,,,B1,common,0.70,https://en.wiktionary.org/wiki/akl%C4%B1n%C4%B1_ka%C3%A7%C4%B1rmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aklını peynir ekmekle yemek,,,aklını peynir ekmekle yemek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to make a dumb decision,,,,B1,common,0.70,https://en.wiktionary.org/wiki/akl%C4%B1n%C4%B1_peynir_ekmekle_yemek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,altına sıçmak,,,altına sıçmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to shit one's pants, soil oneself, crap one's pants",,,,B1,common,0.70,https://en.wiktionary.org/wiki/alt%C4%B1na_s%C4%B1%C3%A7mak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ana vatan kan ağlamak,,,ana vatan kan ağlamak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to menstruate,,,,B1,common,0.70,https://en.wiktionary.org/wiki/ana_vatan_kan_a%C4%9Flamak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,anası ağlamak,,,anası ağlamak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to go through hell,,,,B1,common,0.70,https://en.wiktionary.org/wiki/anas%C4%B1_a%C4%9Flamak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,arada sırada,,,arada sırada,cultural_reference,Wiktionary,Wiktionary contributors,,,,once in a while,,,,B1,common,0.70,https://en.wiktionary.org/wiki/arada_s%C4%B1rada,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,aratmamak,,,aratmamak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to replace someone or something; not to make miss them,,,,B1,common,0.70,https://en.wiktionary.org/wiki/aratmamak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,araya girmek,,,araya girmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to intervene, interfere, step in",,,,B1,common,0.70,https://en.wiktionary.org/wiki/araya_girmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,arazi olmak,,,arazi olmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to slip or sneak out of sight, either when someone is needed to be given a task or when they are given a task",,,,B1,common,0.70,https://en.wiktionary.org/wiki/arazi_olmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,armut dalının dibine düşer,,,armut dalının dibine düşer,cultural_reference,Wiktionary,Wiktionary contributors,,,,the apple doesn't fall far from the tree,,,,B1,common,0.70,https://en.wiktionary.org/wiki/armut_dal%C4%B1n%C4%B1n_dibine_d%C3%BC%C5%9Fer,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,asalak,,,asalak,cultural_reference,Wiktionary,Wiktionary contributors,,,,parasite,,,,B1,common,0.70,https://en.wiktionary.org/wiki/asalak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,askıda,,,askıda,cultural_reference,Wiktionary,Wiktionary contributors,,,,"pending, undecided, unsettled, up in the air",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ask%C4%B1da,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ateşe körükle gitmek,,,ateşe körükle gitmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/ate%C5%9Fe_k%C3%B6r%C3%BCkle_gitmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ateşi bol olsun,,,ateşi bol olsun,cultural_reference,Wiktionary,Wiktionary contributors,,,,"may they burn in hell, rest in piss",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ate%C5%9Fi_bol_olsun,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ayağı yerden kesilmek,,,ayağı yerden kesilmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to become extremely happy,,,,B1,common,0.70,https://en.wiktionary.org/wiki/aya%C4%9F%C4%B1_yerden_kesilmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ayağını çelmek,,,ayağını çelmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to sabotage someone,,,,B1,common,0.70,https://en.wiktionary.org/wiki/aya%C4%9F%C4%B1n%C4%B1_%C3%A7elmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,ayak uydurmak,,,ayak uydurmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to keep up, to keep up with",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ayak_uydurmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,babayiğit,,,babayiğit,cultural_reference,Wiktionary,Wiktionary contributors,,,,"brave, virile",,,,B1,common,0.70,https://en.wiktionary.org/wiki/babayi%C4%9Fit,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bal olan yerde sinek de olur,,,bal olan yerde sinek de olur,cultural_reference,Wiktionary,Wiktionary contributors,,,,"around something beautiful, parasites who want to take advantage of it roam",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bal_olan_yerde_sinek_de_olur,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,balık kavağa çıkınca,,,balık kavağa çıkınca,cultural_reference,Wiktionary,Wiktionary contributors,,,,"when pigs fly, when hell freezes over",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bal%C4%B1k_kava%C4%9Fa_%C3%A7%C4%B1k%C4%B1nca,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,balta olmak,,,balta olmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/balta_olmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,baltayı taşa vurmak,,,baltayı taşa vurmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to mess up, to make a blunder",,,,B1,common,0.70,https://en.wiktionary.org/wiki/baltay%C4%B1_ta%C5%9Fa_vurmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bam teli,,,bam teli,cultural_reference,Wiktionary,Wiktionary contributors,,,,the thickest string of a string instrument,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bam_teli,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,banker,,,banker,cultural_reference,Wiktionary,Wiktionary contributors,,,,rich person,,,,B1,common,0.70,https://en.wiktionary.org/wiki/banker,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bardağı taşıran son damla,,,bardağı taşıran son damla,cultural_reference,Wiktionary,Wiktionary contributors,,,,the final nail in the coffin,,,,B1,common,0.70,https://en.wiktionary.org/wiki/barda%C4%9F%C4%B1_ta%C5%9F%C4%B1ran_son_damla,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bardaktan boşanırcasına yağmak,,,bardaktan boşanırcasına yağmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to rain heavily; similar to rain buckets,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bardaktan_bo%C5%9Fan%C4%B1rcas%C4%B1na_ya%C4%9Fmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,baş göz olmak,,,baş göz olmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"To marry, to get married.",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ba%C5%9F_g%C3%B6z_olmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,başa çıkmak,,,başa çıkmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to deal with, to handle, to tackle, to overcome",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ba%C5%9Fa_%C3%A7%C4%B1kmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,başına gelmek,,,başına gelmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to happen, to occur (to someone)",,,,B1,common,0.70,https://en.wiktionary.org/wiki/ba%C5%9F%C4%B1na_gelmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,başını ağrıtmak,,,başını ağrıtmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to cause headache,,,,B1,common,0.70,https://en.wiktionary.org/wiki/ba%C5%9F%C4%B1n%C4%B1_a%C4%9Fr%C4%B1tmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bata çıka,,,bata çıka,cultural_reference,Wiktionary,Wiktionary contributors,,,,"with difficulty, by fits and starts, fitfully",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bata_%C3%A7%C4%B1ka,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bayram etmek,,,bayram etmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to be overjoyed,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bayram_etmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bayram yapmak,,,bayram yapmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to be overjoyed,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bayram_yapmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bel bağlamak,,,bel bağlamak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to count on, to rely on, to depend on",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bel_ba%C4%9Flamak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,beraber olmak,,,beraber olmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to be together,,,,B1,common,0.70,https://en.wiktionary.org/wiki/beraber_olmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,beyin yıkamak,,,beyin yıkamak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to brainwash,,,,B1,common,0.70,https://en.wiktionary.org/wiki/beyin_y%C4%B1kamak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,beyin yormak,,,beyin yormak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to think hard,,,,B1,common,0.70,https://en.wiktionary.org/wiki/beyin_yormak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bir avuç toprak olmak,,,bir avuç toprak olmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to die,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bir_avu%C3%A7_toprak_olmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bir bardak suda fırtına koparmak,,,bir bardak suda fırtına koparmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"exaggerating a minor, insignificant problem",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bir_bardak_suda_f%C4%B1rt%C4%B1na_koparmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bir elin nesi var iki elin sesi var,,,bir elin nesi var iki elin sesi var,cultural_reference,Wiktionary,Wiktionary contributors,,,,two heads are better than one; many hands make light work,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bir_elin_nesi_var_iki_elin_sesi_var,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bitmek bilmeyen,,,bitmek bilmeyen,cultural_reference,Wiktionary,Wiktionary contributors,,,,"unending, endless; continuing as if not going to end, too much to the point of causing exhaustion",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bitmek_bilmeyen,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bok atmak,,,bok atmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to smear, to slander, to badmouth, to mudslinging",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bok_atmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bok etmek,,,bok etmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to ruin, to spoil, to botch, to fuck up",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bok_etmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bok gibi,,,bok gibi,cultural_reference,Wiktionary,Wiktionary contributors,,,,"like shit, terrible, awful, crappy",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bok_gibi,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bok götürmek,,,bok götürmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to be extremely dirty, filthy, or messy",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bok_g%C3%B6t%C3%BCrmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bok yemek,,,bok yemek,cultural_reference,Wiktionary,Wiktionary contributors,,,,to do (a wrong/inappropriate thing); to fuck up,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bok_yemek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bok yoluna gitmek,,,bok yoluna gitmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to go down the toilet, to go to waste for absolutely nothing",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bok_yoluna_gitmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,boka sarmak,,,boka sarmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"for things to worsen, to turn into shit, to become a total mess",,,,B1,common,0.70,https://en.wiktionary.org/wiki/boka_sarmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,boku çıkmak,,,boku çıkmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,for someting to become distasteful or unpleasant,,,,B1,common,0.70,https://en.wiktionary.org/wiki/boku_%C3%A7%C4%B1kmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,boku yemek,,,boku yemek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to be in deep trouble, to be screwed, to be doomed",,,,B1,common,0.70,https://en.wiktionary.org/wiki/boku_yemek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bokunda boncuk bulmak,,,bokunda boncuk bulmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,to value someone who doesn't deserve it,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bokunda_boncuk_bulmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bokunu çıkarmak,,,bokunu çıkarmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to ruin something, especially by actively messing with it",,,,B1,common,0.70,https://en.wiktionary.org/wiki/bokunu_%C3%A7%C4%B1karmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,boyun eğmek,,,boyun eğmek,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to submit, to comply, to bend to another’s will",,,,B1,common,0.70,https://en.wiktionary.org/wiki/boyun_e%C4%9Fmek,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bu arada,,,bu arada,cultural_reference,Wiktionary,Wiktionary contributors,,,,by the way,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bu_arada,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,bu ne perhiz bu ne lahana turşusu,,,bu ne perhiz bu ne lahana turşusu,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/bu_ne_perhiz_bu_ne_lahana_tur%C5%9Fusu,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,burnu havada,,,burnu havada,cultural_reference,Wiktionary,Wiktionary contributors,,,,stuck-up,,,,B1,common,0.70,https://en.wiktionary.org/wiki/burnu_havada,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,burnunu sokmak,,,burnunu sokmak,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to meddle, to stick one's nose into .",,,,B1,common,0.70,https://en.wiktionary.org/wiki/burnunu_sokmak,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
tr,burun farkı,,,burun farkı,cultural_reference,Wiktionary,Wiktionary contributors,,,,a small margin,,,,B1,common,0.70,https://en.wiktionary.org/wiki/burun_fark%C4%B1,CC-BY-SA-4.0,,tr_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
