# Source: Wiktionary (https://www.wiktionary.org), licensed CC-BY-SA 4.0. Attribution and share-alike terms apply to any redistribution of this content — see https://creativecommons.org/licenses/by-sa/4.0/. Auto-imported; review before promotion.
language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,source_quote,source_note,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,rights_basis,source_dataset,notes
ja,哀鳴啾啾,,,哀鳴啾啾,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%93%80%E9%B3%B4%E5%95%BE%E5%95%BE,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,愛楊葉児,,,愛楊葉児,cultural_reference,Wiktionary,Wiktionary contributors,,,,"not exploring the truth of matters deeply; shallowness, superficiality of thought",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%84%9B%E6%A5%8A%E8%91%89%E5%85%90,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,阿吽の呼吸,,,阿吽の呼吸,cultural_reference,Wiktionary,Wiktionary contributors,,,,"having minds that are in sync, two heart beat as one",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%98%BF%E5%90%BD%E3%81%AE%E5%91%BC%E5%90%B8,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あおなにしお,,,あおなにしお,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%8A%E3%81%AA%E3%81%AB%E3%81%97%E3%81%8A,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,青菜に塩,,,青菜に塩,cultural_reference,Wiktionary,Wiktionary contributors,,,,depressed,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%9D%92%E8%8F%9C%E3%81%AB%E5%A1%A9,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,赤の他人,,,赤の他人,cultural_reference,Wiktionary,Wiktionary contributors,,,,a complete stranger,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B5%A4%E3%81%AE%E4%BB%96%E4%BA%BA,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,明るけりゃ月夜だと思う,,,明るけりゃ月夜だと思う,cultural_reference,Wiktionary,Wiktionary contributors,,,,to know only one aspect of a thing,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%98%8E%E3%82%8B%E3%81%91%E3%82%8A%E3%82%83%E6%9C%88%E5%A4%9C%E3%81%A0%E3%81%A8%E6%80%9D%E3%81%86,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,悪事千里,,,悪事千里,cultural_reference,Wiktionary,Wiktionary contributors,,,,",",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%82%AA%E4%BA%8B%E5%8D%83%E9%87%8C,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,悪人正機,,,悪人正機,cultural_reference,Wiktionary,Wiktionary contributors,,,,of the  to save the wicked}}; those who acknowledge their wickedness shall be saved,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%82%AA%E4%BA%BA%E6%AD%A3%E6%A9%9F,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,握髪吐哺,,,握髪吐哺,cultural_reference,Wiktionary,Wiktionary contributors,,,,eagerly seeking out competent people; devoting oneself to finding good subordinates/workers,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%8F%A1%E9%AB%AA%E5%90%90%E5%93%BA,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,悪木盗泉,,,悪木盗泉,cultural_reference,Wiktionary,Wiktionary contributors,,,,being influenced by wickedness,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%82%AA%E6%9C%A8%E7%9B%97%E6%B3%89,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あぐらをかく,,,あぐらをかく,cultural_reference,Wiktionary,Wiktionary contributors,,,,to sit crosslegged,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%90%E3%82%89%E3%82%92%E3%81%8B%E3%81%8F,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あげあしをとる,,,あげあしをとる,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%92%E3%81%82%E3%81%97%E3%82%92%E3%81%A8%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,揚げ足を取る,,,揚げ足を取る,cultural_reference,Wiktionary,Wiktionary contributors,,,,to find fault,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%8F%9A%E3%81%92%E8%B6%B3%E3%82%92%E5%8F%96%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あごがおちる,,,あごがおちる,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%94%E3%81%8C%E3%81%8A%E3%81%A1%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,顎が落ちる,,,顎が落ちる,cultural_reference,Wiktionary,Wiktionary contributors,,,,"very delicious, jaw-dropping",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A1%8E%E3%81%8C%E8%90%BD%E3%81%A1%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,浅瀬仇波,,,浅瀬仇波,cultural_reference,Wiktionary,Wiktionary contributors,,,,"a shallow person will make a fuss about anything, no matter how small",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%B5%85%E7%80%AC%E4%BB%87%E6%B3%A2,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,朝飯前,,,朝飯前,cultural_reference,Wiktionary,Wiktionary contributors,,,,"A piece of cake; an extremely simple thing, something trivial, a cinch, easy as pie.",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%9C%9D%E9%A3%AF%E5%89%8D,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,足がすくむ,,,足がすくむ,cultural_reference,Wiktionary,Wiktionary contributors,,,,to be unable to move (from fear),,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B6%B3%E3%81%8C%E3%81%99%E3%81%8F%E3%82%80,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,足が早い,,,足が早い,cultural_reference,Wiktionary,Wiktionary contributors,,,,quick to spoil or rot ; perishable,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B6%B3%E3%81%8C%E6%97%A9%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,鴉雀無声,,,鴉雀無声,cultural_reference,Wiktionary,Wiktionary contributors,,,,"perfectly silent, voiceless; perfect silence, perfect quietude",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%B4%89%E9%9B%80%E7%84%A1%E5%A3%B0,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,足を洗う,,,足を洗う,cultural_reference,Wiktionary,Wiktionary contributors,,,,"go straight, quit a shady business, wash one's hands of some work or lifestyle which is less than respectable",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B6%B3%E3%82%92%E6%B4%97%E3%81%86,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,足を運ぶ,,,足を運ぶ,cultural_reference,Wiktionary,Wiktionary contributors,,,,go,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B6%B3%E3%82%92%E9%81%8B%E3%81%B6,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,足を引っ張る,,,足を引っ張る,cultural_reference,Wiktionary,Wiktionary contributors,,,,"stand in the way, hold back",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B6%B3%E3%82%92%E5%BC%95%E3%81%A3%E5%BC%B5%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,与って力がある,,,与って力がある,cultural_reference,Wiktionary,Wiktionary contributors,,,,to contribute in a significant way,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E4%B8%8E%E3%81%A3%E3%81%A6%E5%8A%9B%E3%81%8C%E3%81%82%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,汗をかく,,,汗をかく,cultural_reference,Wiktionary,Wiktionary contributors,,,,to sweat,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%B1%97%E3%82%92%E3%81%8B%E3%81%8F,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,鴉巣生鳳,,,鴉巣生鳳,cultural_reference,Wiktionary,Wiktionary contributors,,,,"an unusually excellent person or thing proceeding from a humble origin; e.g., a wealthy child proceeding from poor parents, or a genius child from stupid parents",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%B4%89%E5%B7%A3%E7%94%9F%E9%B3%B3,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あたってくだけろ,,,あたってくだけろ,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%81%9F%E3%81%A3%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%91%E3%82%8D,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,当たって砕けろ,,,当たって砕けろ,cultural_reference,Wiktionary,Wiktionary contributors,,,,"take a chance, give it a shot",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%BD%93%E3%81%9F%E3%81%A3%E3%81%A6%E7%A0%95%E3%81%91%E3%82%8D,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭良い,,,頭良い,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E8%89%AF%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭が良い,,,頭が良い,cultural_reference,Wiktionary,Wiktionary contributors,,,,"bright, intelligent, sharp",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%8C%E8%89%AF%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭がおかしい,,,頭がおかしい,cultural_reference,Wiktionary,Wiktionary contributors,,,,"insane, crazy, nuts, out of one's mind",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%8C%E3%81%8A%E3%81%8B%E3%81%97%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭が切れる,,,頭が切れる,cultural_reference,Wiktionary,Wiktionary contributors,,,,to be sharp; to be keen; to be on the ball; to have a mind like a steel trap; to be clever,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%8C%E5%88%87%E3%82%8C%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭が悪い,,,頭が悪い,cultural_reference,Wiktionary,Wiktionary contributors,,,,"dumb, slow, stupid",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%8C%E6%82%AA%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭に入れる,,,頭に入れる,cultural_reference,Wiktionary,Wiktionary contributors,,,,to keep in mind,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%AB%E5%85%A5%E3%82%8C%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭に浮かぶ,,,頭に浮かぶ,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to come into mind, to pop into one's head",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%AB%E6%B5%AE%E3%81%8B%E3%81%B6,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭に来る,,,頭に来る,cultural_reference,Wiktionary,Wiktionary contributors,,,,to get mad; to be highly offended; to get pissed off; to get angry; to lose one's cool,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%AB%E6%9D%A5%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,頭の中が真っ白になる,,,頭の中が真っ白になる,cultural_reference,Wiktionary,Wiktionary contributors,,,,"for one's mind to go blank, to freeze",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%A0%AD%E3%81%AE%E4%B8%AD%E3%81%8C%E7%9C%9F%E3%81%A3%E7%99%BD%E3%81%AB%E3%81%AA%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,可惜身命,,,可惜身命,cultural_reference,Wiktionary,Wiktionary contributors,,,,treasuring one's health; valuing one's life,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%8F%AF%E6%83%9C%E8%BA%AB%E5%91%BD,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,仇を恩で報いる,,,仇を恩で報いる,cultural_reference,Wiktionary,Wiktionary contributors,,,,to return good for evil,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E4%BB%87%E3%82%92%E6%81%A9%E3%81%A7%E5%A0%B1%E3%81%84%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,遏悪揚善,,,遏悪揚善,cultural_reference,Wiktionary,Wiktionary contributors,,,,quashing evil and upholding  good,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%81%8F%E6%82%AA%E6%8F%9A%E5%96%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,当てにする,,,当てにする,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to count on, to expect, to depend on",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%BD%93%E3%81%A6%E3%81%AB%E3%81%99%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,当てにならない,,,当てにならない,cultural_reference,Wiktionary,Wiktionary contributors,,,,"unreliable, undependable, untrustworthy",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%BD%93%E3%81%A6%E3%81%AB%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,当てになる,,,当てになる,cultural_reference,Wiktionary,Wiktionary contributors,,,,"reliable, dependable, trustworthy",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%BD%93%E3%81%A6%E3%81%AB%E3%81%AA%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,当てもない,,,当てもない,cultural_reference,Wiktionary,Wiktionary contributors,,,,"aimless, random",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%BD%93%E3%81%A6%E3%82%82%E3%81%AA%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,穴があったら入りたい,,,穴があったら入りたい,cultural_reference,Wiktionary,Wiktionary contributors,,,,ashamed and unable to show one's face,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E7%A9%B4%E3%81%8C%E3%81%82%E3%81%A3%E3%81%9F%E3%82%89%E5%85%A5%E3%82%8A%E3%81%9F%E3%81%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,豈図らんや,,,豈図らんや,cultural_reference,Wiktionary,Wiktionary contributors,,,,"an expression of surprise to an event that is contrary to one's expectations; unexpectedly, to [one's] surprise, contrary to [one's] expectations",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%B1%88%E5%9B%B3%E3%82%89%E3%82%93%E3%82%84,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,油を売る,,,油を売る,cultural_reference,Wiktionary,Wiktionary contributors,,,,"waste time, dawdle",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%B2%B9%E3%82%92%E5%A3%B2%E3%82%8B,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,甘い汁を吸う,,,甘い汁を吸う,cultural_reference,Wiktionary,Wiktionary contributors,,,,to line one's pockets; to reap without sowing,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E7%94%98%E3%81%84%E6%B1%81%E3%82%92%E5%90%B8%E3%81%86,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,蛙鳴蟬噪,,,蛙鳴蟬噪,cultural_reference,Wiktionary,Wiktionary contributors,,,,"useless or frivolous speech or writing; logorrhea, prolixity, excessive noise",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E8%9B%99%E9%B3%B4%E8%9F%AC%E5%99%AA,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,阿爺下頷,,,阿爺下頷,cultural_reference,Wiktionary,Wiktionary contributors,,,,a foolish person who cannot tell things apart,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%98%BF%E7%88%BA%E4%B8%8B%E9%A0%B7,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あらがねの,,,あらがねの,cultural_reference,Wiktionary,Wiktionary contributors,,,,lead-in phrase introducing the word,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%82%89%E3%81%8C%E3%81%AD%E3%81%AE,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,あろくろくじ,,,あろくろくじ,cultural_reference,Wiktionary,Wiktionary contributors,,,,TODO: add explanation,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E3%81%82%E3%82%8D%E3%81%8F%E3%82%8D%E3%81%8F%E3%81%98,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,阿轆轆地,,,阿轆轆地,cultural_reference,Wiktionary,Wiktionary contributors,,,,"fluency, especially of fast speech; smooth, seamless and graceful proceeding of some action",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E9%98%BF%E8%BD%86%E8%BD%86%E5%9C%B0,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,泡を食う,,,泡を食う,cultural_reference,Wiktionary,Wiktionary contributors,,,,"to be confused, to be shocked, to lose one's head",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%B3%A1%E3%82%92%E9%A3%9F%E3%81%86,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,暗雲低迷,,,暗雲低迷,cultural_reference,Wiktionary,Wiktionary contributors,,,,persistent foreboding; an expectation of enduringly baleful times; that the dark clouds seem like they won't clear,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%9A%97%E9%9B%B2%E4%BD%8E%E8%BF%B7,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,晏嬰狐裘,,,晏嬰狐裘,cultural_reference,Wiktionary,Wiktionary contributors,,,,"frugal and diligent service, as by a minister or other public servant",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E6%99%8F%E5%AC%B0%E7%8B%90%E8%A3%98,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,安閑恬静,,,安閑恬静,cultural_reference,Wiktionary,Wiktionary contributors,,,,"tranquil, peaceful, relaxing, carefree, leisurely, relaxed; or, such a state",,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%AE%89%E9%96%91%E6%81%AC%E9%9D%99,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
ja,安居危思,,,安居危思,cultural_reference,Wiktionary,Wiktionary contributors,,,,sleeping with one eye open; remaining vigilant even in times of ease,,,,B1,common,0.70,https://en.wiktionary.org/wiki/%E5%AE%89%E5%B1%85%E5%8D%B1%E6%80%9D,CC-BY-SA-4.0,,ja_wiktionary_idioms,Auto-imported from Wiktionary. Verify explanation and surface_patterns before promotion.
